"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"S000113566" "MATCH" "1" "" "S. cerevisiae" "" "189" "YLR146W-A" "S000113566" "ORF"
"S000003079" "MATCH" "1" "NSA1" "S. cerevisiae" "Nop Seven Associated" "1392" "YGL111W" "S000003079" "ORF"
"S000006107" "MATCH" "1" "UIP4" "S. cerevisiae" "Ulp1 Interacting Protein" "915" "YPL186C" "S000006107" "ORF"
"S000006104" "MATCH" "1" "RTT10" "S. cerevisiae" "Regulator of Ty1 Transposition" "3042" "YPL183C" "S000006104" "ORF"
"S000113563" "MATCH" "1" "DPC7" "S. cerevisiae" "Delta-Psi dependent mitochondrial import and Cleavage protein of 7 kDa" "222" "YKL065W-A" "S000113563" "ORF"
"S000006105" "MATCH" "1" "MRN1" "S. cerevisiae" "Multicopy supressor of rsc nhp6" "1839" "YPL184C" "S000006105" "ORF"
"S000006102" "MATCH" "1" "CTI6" "S. cerevisiae" "Cyc8-Tup1 Interacting protein" "1521" "YPL181W" "S000006102" "ORF"
"S000003075" "MATCH" "1" "RMD9" "S. cerevisiae" "Required for Meiotic nuclear Division" "1941" "YGL107C" "S000003075" "ORF"
"S000003076" "MATCH" "1" "" "S. cerevisiae" "" "423" "YGL108C" "S000003076" "ORF"
"S000006100" "MATCH" "1" "PPQ1" "S. cerevisiae" "Protein Phosphatase Q" "1650" "YPL179W" "S000006100" "ORF"
"S000006101" "MATCH" "1" "TCO89" "S. cerevisiae" "Tor Complex One" "2400" "YPL180W" "S000006101" "ORF"
"S000003078" "MATCH" "1" "CUE3" "S. cerevisiae" "Coupling of Ubiquitin conjugation to ER degradation" "1875" "YGL110C" "S000003078" "ORF"
"S000003071" "MATCH" "1" "RPL28" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "961" "YGL103W" "S000003071" "ORF"
"S000003072" "MATCH" "1" "VPS73" "S. cerevisiae" "Vacuolar Protein Sorting" "1461" "YGL104C" "S000003072" "ORF"
"S000003073" "MATCH" "1" "ARC1" "S. cerevisiae" "Aminoacyl-tRNA synthetase Cofactor" "1131" "YGL105W" "S000003073" "ORF"
"S000003074" "MATCH" "1" "MLC1" "S. cerevisiae" "Myosin Light Chain" "450" "YGL106W" "S000003074" "ORF"
"S000113555" "MATCH" "1" "COX26" "S. cerevisiae" "" "201" "YDR119W-A" "S000113555" "ORF"
"S000003068" "MATCH" "1" "SEH1" "S. cerevisiae" "SEc13 Homolog" "1050" "YGL100W" "S000003068" "ORF"
"S000004399" "MATCH" "1" "" "S. cerevisiae" "" "687" "YLR407W" "S000004399" "ORF"
"S000003069" "MATCH" "1" "YGK1" "S. cerevisiae" "" "648" "YGL101W" "S000003069" "ORF"
"S000113553" "MATCH" "1" "WIP1" "S. cerevisiae" "W-lIke Protein" "270" "YDR374W-A" "S000113553" "ORF"
"S000004396" "MATCH" "1" "SEI1" "S. cerevisiae" "SEIpin" "858" "YLR404W" "S000004396" "ORF"
"S000003064" "MATCH" "1" "TOS8" "S. cerevisiae" "Target Of Sbf" "831" "YGL096W" "S000003064" "ORF"
"S000004395" "MATCH" "1" "SFP1" "S. cerevisiae" "Split Finger Protein" "2052" "YLR403W" "S000004395" "ORF"
"S000003065" "MATCH" "1" "SRM1" "S. cerevisiae" "Suppressor of Receptor Mutations" "1449" "YGL097W" "S000003065" "ORF"
"S000004398" "MATCH" "1" "RPL31B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "691" "YLR406C" "S000004398" "ORF"
"S000003066" "MATCH" "1" "USE1" "S. cerevisiae" "Unconventional SNARE in the ER" "738" "YGL098W" "S000003066" "ORF"
"S000004397" "MATCH" "1" "DUS4" "S. cerevisiae" "DihydroUridine Synthase" "1104" "YLR405W" "S000004397" "ORF"
"S000003067" "MATCH" "1" "LSG1" "S. cerevisiae" "Large-Subunit Gtpase" "1923" "YGL099W" "S000003067" "ORF"
"S000007421" "MATCH" "1" "" "S. cerevisiae" "" "" "YHR214C-C" "S000007421" "TransposableElementGene"
"S000003060" "MATCH" "1" "NUP145" "S. cerevisiae" "NUclear Pore" "3954" "YGL092W" "S000003060" "ORF"
"S000004391" "MATCH" "1" "BDF1" "S. cerevisiae" "BromoDomain Factor" "2061" "YLR399C" "S000004391" "ORF"
"S000003061" "MATCH" "1" "SPC105" "S. cerevisiae" "Spindle Pole Component" "2754" "YGL093W" "S000003061" "ORF"
"S000003062" "MATCH" "1" "PAN2" "S. cerevisiae" "Poly(A)-binding protein-dependent poly(A) riboNuclease" "3348" "YGL094C" "S000003062" "ORF"
"S000004393" "MATCH" "1" "DUS3" "S. cerevisiae" "DihydroUridine Synthase" "2007" "YLR401C" "S000004393" "ORF"
"S000003063" "MATCH" "1" "VPS45" "S. cerevisiae" "Vacuolar Protein Sorting" "1734" "YGL095C" "S000003063" "ORF"
"S000004390" "MATCH" "1" "SKI2" "S. cerevisiae" "SuperKIller" "3864" "YLR398C" "S000004390" "ORF"
"S000000817" "MATCH" "1" "FAA2" "S. cerevisiae" "Fatty Acid Activation" "2235" "YER015W" "S000000817" "ORF"
"S000000816" "MATCH" "1" "HEM14" "S. cerevisiae" "HEMe biosynthesis" "1620" "YER014W" "S000000816" "ORF"
"S000000815" "MATCH" "1" "PRP22" "S. cerevisiae" "Pre-mRNA Processing" "3438" "YER013W" "S000000815" "ORF"
"S000000814" "MATCH" "1" "PRE1" "S. cerevisiae" "PRoteinase yscE" "597" "YER012W" "S000000814" "ORF"
"S000000819" "MATCH" "1" "AFG3" "S. cerevisiae" "ATPase Family Gene" "2286" "YER017C" "S000000819" "ORF"
"S000000818" "MATCH" "1" "BIM1" "S. cerevisiae" "BInding to Microtubules" "1035" "YER016W" "S000000818" "ORF"
"S000000813" "MATCH" "1" "TIR1" "S. cerevisiae" "TIp1-Related" "765" "YER011W" "S000000813" "ORF"
"S000000812" "MATCH" "1" "" "S. cerevisiae" "" "705" "YER010C" "S000000812" "ORF"
"S000006119" "MATCH" "1" "RPL7B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "1551" "YPL198W" "S000006119" "ORF"
"S000000811" "MATCH" "1" "NTF2" "S. cerevisiae" "Nuclear Transport Factor" "378" "YER009W" "S000000811" "ORF"
"S000000810" "MATCH" "1" "SEC3" "S. cerevisiae" "SECretory" "4011" "YER008C" "S000000810" "ORF"
"S000006128" "MATCH" "1" "TYW1" "S. cerevisiae" "Trna-YW synthesizing protein" "2433" "YPL207W" "S000006128" "ORF"
"S000006129" "MATCH" "1" "RKM1" "S. cerevisiae" "Ribosomal lysine (K) Methyltransferase" "1752" "YPL208W" "S000006129" "ORF"
"S000006127" "MATCH" "1" "PGC1" "S. cerevisiae" "Phosphatidyl Glycerol phospholipase C" "966" "YPL206C" "S000006127" "ORF"
"S000006124" "MATCH" "1" "TPK2" "S. cerevisiae" "Takashi's Protein Kinase" "1143" "YPL203W" "S000006124" "ORF"
"S000003097" "MATCH" "1" "RSM23" "S. cerevisiae" "Ribosomal Small subunit of Mitochondria" "1353" "YGL129C" "S000003097" "ORF"
"S000007455" "MATCH" "1" "NOP10" "S. cerevisiae" "NucleOlar Protein" "177" "YHR072W-A" "S000007455" "ORF"
"S000006125" "MATCH" "1" "HRR25" "S. cerevisiae" "HO and Radiation Repair" "1485" "YPL204W" "S000006125" "ORF"
"S000003098" "MATCH" "1" "CEG1" "S. cerevisiae" "Capping Enzyme Guanylyltransferase" "1380" "YGL130W" "S000003098" "ORF"
"S000006122" "MATCH" "1" "YIG1" "S. cerevisiae" "Yeast protein Interacting with Glycerol 3-phosphatase" "1386" "YPL201C" "S000006122" "ORF"
"S000003099" "MATCH" "1" "SNT2" "S. cerevisiae" "" "4212" "YGL131C" "S000003099" "ORF"
"S000006123" "MATCH" "1" "AFT2" "S. cerevisiae" "Activator of Fe (iron) Transcription" "1251" "YPL202C" "S000006123" "ORF"
"S000006120" "MATCH" "1" "" "S. cerevisiae" "" "723" "YPL199C" "S000006120" "ORF"
"S000003093" "MATCH" "1" "MET13" "S. cerevisiae" "METhionine requiring" "1803" "YGL125W" "S000003093" "ORF"
"S000006121" "MATCH" "1" "CSM4" "S. cerevisiae" "Chromosome Segregation in Meiosis" "471" "YPL200W" "S000006121" "ORF"
"S000003094" "MATCH" "1" "SCS3" "S. cerevisiae" "Suppressor of Choline Sensitivity" "1143" "YGL126W" "S000003094" "ORF"
"S000003095" "MATCH" "1" "SOH1" "S. cerevisiae" "Suppressor Of Hpr1" "384" "YGL127C" "S000003095" "ORF"
"S000003096" "MATCH" "1" "CWC23" "S. cerevisiae" "Complexed With Cef1p" "852" "YGL128C" "S000003096" "ORF"
"S000003090" "MATCH" "1" "NAB2" "S. cerevisiae" "Nuclear polyAdenylated RNA-Binding" "1578" "YGL122C" "S000003090" "ORF"
"S000003091" "MATCH" "1" "RPS2" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "765" "YGL123W" "S000003091" "ORF"
"S000003092" "MATCH" "1" "MON1" "S. cerevisiae" "MONensin sensitivity" "1935" "YGL124C" "S000003092" "ORF"
"S000000806" "MATCH" "1" "FMP52" "S. cerevisiae" "Found in Mitochondrial Proteome" "696" "YER004W" "S000000806" "ORF"
"S000000805" "MATCH" "1" "PMI40" "S. cerevisiae" "PhosphoMannose Isomerase" "1383" "YER003C" "S000000805" "ORF"
"S000000804" "MATCH" "1" "NOP16" "S. cerevisiae" "NucleOlar Protein" "696" "YER002W" "S000000804" "ORF"
"S000000803" "MATCH" "1" "MNN1" "S. cerevisiae" "MaNNosyltransferase" "2289" "YER001W" "S000000803" "ORF"
"S000000809" "MATCH" "1" "PAC2" "S. cerevisiae" "Perish in the Absence of Cin8p" "1557" "YER007W" "S000000809" "ORF"
"S000000808" "MATCH" "1" "NUG1" "S. cerevisiae" "NUclear GTPase" "1563" "YER006W" "S000000808" "ORF"
"S000000807" "MATCH" "1" "YND1" "S. cerevisiae" "Yeast Nucleoside Diphosphatase" "1893" "YER005W" "S000000807" "ORF"
"S000000802" "MATCH" "1" "" "S. cerevisiae" "" "651" "YEL076C" "S000000802" "ORF"
"S000000801" "MATCH" "1" "" "S. cerevisiae" "" "369" "YEL075C" "S000000801" "ORF"
"S000006108" "MATCH" "1" "MF(ALPHA)1" "S. cerevisiae" "Mating Factor ALPHA" "498" "YPL187W" "S000006108" "ORF"
"S000006109" "MATCH" "1" "POS5" "S. cerevisiae" "PerOxide Sensitive" "1245" "YPL188W" "S000006109" "ORF"
"S000006117" "MATCH" "1" "OXR1" "S. cerevisiae" "OXidation Resistance" "822" "YPL196W" "S000006117" "ORF"
"S000006115" "MATCH" "1" "DDC1" "S. cerevisiae" "DNA Damage Checkpoint" "1839" "YPL194W" "S000006115" "ORF"
"S000006116" "MATCH" "1" "APL5" "S. cerevisiae" "clathrin Adaptor Protein complex Large chain" "2799" "YPL195W" "S000006116" "ORF"
"S000006113" "MATCH" "1" "PRM3" "S. cerevisiae" "Pheromone-Regulated Membrane protein" "402" "YPL192C" "S000006113" "ORF"
"S000006114" "MATCH" "1" "RSA1" "S. cerevisiae" "RiboSome Assembly" "1146" "YPL193W" "S000006114" "ORF"
"S000003087" "MATCH" "1" "COQ8" "S. cerevisiae" "COenzyme Q" "1506" "YGL119W" "S000003087" "ORF"
"S000006111" "MATCH" "1" "NAB3" "S. cerevisiae" "Nuclear polyAdenylated RNA-Binding" "2409" "YPL190C" "S000006111" "ORF"
"S000003088" "MATCH" "1" "PRP43" "S. cerevisiae" "Pre-mRNA Processing" "2304" "YGL120C" "S000003088" "ORF"
"S000006112" "MATCH" "1" "" "S. cerevisiae" "" "1083" "YPL191C" "S000006112" "ORF"
"S000003089" "MATCH" "1" "GPG1" "S. cerevisiae" "G Protein Gamma" "381" "YGL121C" "S000003089" "ORF"
"S000003082" "MATCH" "1" "" "S. cerevisiae" "" "2178" "YGL114W" "S000003082" "ORF"
"S000006110" "MATCH" "1" "GUP2" "S. cerevisiae" "Glycerol UPtake" "1830" "YPL189W" "S000006110" "ORF"
"S000003083" "MATCH" "1" "SNF4" "S. cerevisiae" "Sucrose NonFermenting" "969" "YGL115W" "S000003083" "ORF"
"S000003084" "MATCH" "1" "CDC20" "S. cerevisiae" "Cell Division Cycle" "1833" "YGL116W" "S000003084" "ORF"
"S000003085" "MATCH" "1" "" "S. cerevisiae" "" "798" "YGL117W" "S000003085" "ORF"
"S000003080" "MATCH" "1" "TAF6" "S. cerevisiae" "TATA binding protein-Associated Factor" "1551" "YGL112C" "S000003080" "ORF"
"S000003081" "MATCH" "1" "SLD3" "S. cerevisiae" "Synthetically Lethal with Dpb11-1" "2007" "YGL113W" "S000003081" "ORF"
"S000003829" "MATCH" "1" "RFC2" "S. cerevisiae" "Replication Factor C" "1062" "YJR068W" "S000003829" "ORF"
"S000003828" "MATCH" "1" "YAE1" "S. cerevisiae" "" "426" "YJR067C" "S000003828" "ORF"
"S000003825" "MATCH" "1" "CCT5" "S. cerevisiae" "Chaperonin Containing TCP-1" "1689" "YJR064W" "S000003825" "ORF"
"S000000798" "MATCH" "1" "RMD6" "S. cerevisiae" "Required for Meiotic nuclear Division" "696" "YEL072W" "S000000798" "ORF"
"S000003824" "MATCH" "1" "RPA12" "S. cerevisiae" "RNA Polymerase A" "378" "YJR063W" "S000003824" "ORF"
"S000000797" "MATCH" "1" "DLD3" "S. cerevisiae" "D-Lactate Dehydrogenase" "1491" "YEL071W" "S000000797" "ORF"
"S000003827" "MATCH" "1" "TOR1" "S. cerevisiae" "Target Of Rapamycin" "7413" "YJR066W" "S000003827" "ORF"
"S000000796" "MATCH" "1" "DSF1" "S. cerevisiae" "Deletion Suppressor of mptFive/pufFive mutation" "1509" "YEL070W" "S000000796" "ORF"
"S000003826" "MATCH" "1" "ARP3" "S. cerevisiae" "Actin-Related Protein" "1350" "YJR065C" "S000003826" "ORF"
"S000000795" "MATCH" "1" "HXT13" "S. cerevisiae" "HeXose Transporter" "1695" "YEL069C" "S000000795" "ORF"
"S000003821" "MATCH" "1" "CBF1" "S. cerevisiae" "Centromere Binding Factor" "1056" "YJR060W" "S000003821" "ORF"
"S000003820" "MATCH" "1" "PTK2" "S. cerevisiae" "Putative serine/Threonine protein Kinase" "2457" "YJR059W" "S000003820" "ORF"
"S000003823" "MATCH" "1" "NTA1" "S. cerevisiae" "N-Terminal Amidase" "1374" "YJR062C" "S000003823" "ORF"
"S000003822" "MATCH" "1" "MNN14" "S. cerevisiae" "MaNNosyltransferase regulator" "2808" "YJR061W" "S000003822" "ORF"
"S000000799" "MATCH" "1" "" "S. cerevisiae" "" "324" "YEL073C" "S000000799" "ORF"
"S000003830" "MATCH" "1" "HAM1" "S. cerevisiae" "6-n-HydroxylAMinopurine sensitive" "594" "YJR069C" "S000003830" "ORF"
"S000006090" "MATCH" "1" "MEX67" "S. cerevisiae" "Messenger RNA EXport factor of 67 kDa" "1800" "YPL169C" "S000006090" "ORF"
"S000006091" "MATCH" "1" "DAP1" "S. cerevisiae" "DAmage resistance Protein" "459" "YPL170W" "S000006091" "ORF"
"S000003818" "MATCH" "1" "CDC8" "S. cerevisiae" "Cell Division Cycle" "651" "YJR057W" "S000003818" "ORF"
"S000003817" "MATCH" "1" "" "S. cerevisiae" "" "711" "YJR056C" "S000003817" "ORF"
"S000003819" "MATCH" "1" "APS2" "S. cerevisiae" "clathrin Associated Protein complex Small subunit" "444" "YJR058C" "S000003819" "ORF"
"S000003814" "MATCH" "1" "BFA1" "S. cerevisiae" "Byr-Four-Alike" "1725" "YJR053W" "S000003814" "ORF"
"S000000787" "MATCH" "1" "CIN8" "S. cerevisiae" "Chromosome INstability" "3003" "YEL061C" "S000000787" "ORF"
"S000003813" "MATCH" "1" "RAD7" "S. cerevisiae" "RADiation sensitive" "1698" "YJR052W" "S000003813" "ORF"
"S000000786" "MATCH" "1" "PRB1" "S. cerevisiae" "PRoteinase B" "1908" "YEL060C" "S000000786" "ORF"
"S000003816" "MATCH" "1" "HIT1" "S. cerevisiae" "HIgh Temperature growth" "495" "YJR055W" "S000003816" "ORF"
"S000003815" "MATCH" "1" "KCH1" "S. cerevisiae" "Potassium (K) regulator of CcH1" "1494" "YJR054W" "S000003815" "ORF"
"S000000784" "MATCH" "1" "PCM1" "S. cerevisiae" "PhosphoaCetylglucosamine Mutase" "1674" "YEL058W" "S000000784" "ORF"
"S000003810" "MATCH" "1" "UTR1" "S. cerevisiae" "Unidentified TRanscript" "1593" "YJR049C" "S000003810" "ORF"
"S000003812" "MATCH" "1" "OSM1" "S. cerevisiae" "OSMotic sensitivity" "1506" "YJR051W" "S000003812" "ORF"
"S000000789" "MATCH" "1" "CAN1" "S. cerevisiae" "CANavanine resistance" "1773" "YEL063C" "S000000789" "ORF"
"S000003811" "MATCH" "1" "ISY1" "S. cerevisiae" "Interactor of SYf1p" "708" "YJR050W" "S000003811" "ORF"
"S000113589" "MATCH" "1" "" "S. cerevisiae" "" "237" "YPR145C-A" "S000113589" "ORF"
"S000000788" "MATCH" "1" "NPR2" "S. cerevisiae" "Nitrogen Permease Regulator" "1848" "YEL062W" "S000000788" "ORF"
"S000000790" "MATCH" "1" "AVT2" "S. cerevisiae" "Amino acid Vacuolar Transport" "1443" "YEL064C" "S000000790" "ORF"
"S000000794" "MATCH" "1" "" "S. cerevisiae" "" "333" "YEL068C" "S000000794" "ORF"
"S000000793" "MATCH" "1" "" "S. cerevisiae" "" "588" "YEL067C" "S000000793" "ORF"
"S000000792" "MATCH" "1" "HPA3" "S. cerevisiae" "Histone and other Protein Acetyltransferase" "540" "YEL066W" "S000000792" "ORF"
"S000000791" "MATCH" "1" "SIT1" "S. cerevisiae" "Siderophore Iron Transport" "1887" "YEL065W" "S000000791" "ORF"
"S000006098" "MATCH" "1" "CUP9" "S. cerevisiae" "" "921" "YPL177C" "S000006098" "ORF"
"S000006099" "MATCH" "1" "CBC2" "S. cerevisiae" "Cap Binding Complex" "627" "YPL178W" "S000006099" "ORF"
"S000006096" "MATCH" "1" "SPT14" "S. cerevisiae" "SuPpressor of Ty" "1459" "YPL175W" "S000006096" "ORF"
"S000006097" "MATCH" "1" "TRE1" "S. cerevisiae" "Transferrin REceptor like" "2352" "YPL176C" "S000006097" "ORF"
"S000006094" "MATCH" "1" "MRPL40" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "894" "YPL173W" "S000006094" "ORF"
"S000006095" "MATCH" "1" "NIP100" "S. cerevisiae" "Nuclear ImPort" "2607" "YPL174C" "S000006095" "ORF"
"S000006092" "MATCH" "1" "OYE3" "S. cerevisiae" "Old Yellow Enzyme" "1203" "YPL171C" "S000006092" "ORF"
"S000006093" "MATCH" "1" "COX10" "S. cerevisiae" "Cytochrome c OXidase" "1389" "YPL172C" "S000006093" "ORF"
"S000002515" "MATCH" "1" "TRS85" "S. cerevisiae" "TRapp Subunit" "2097" "YDR108W" "S000002515" "ORF"
"S000003846" "MATCH" "1" "STE18" "S. cerevisiae" "STErile" "333" "YJR086W" "S000003846" "ORF"
"S000002516" "MATCH" "1" "" "S. cerevisiae" "" "2148" "YDR109C" "S000002516" "ORF"
"S000003849" "MATCH" "1" "BIR1" "S. cerevisiae" "Baculoviral IAP Repeat-containing protein" "2865" "YJR089W" "S000003849" "ORF"
"S000002517" "MATCH" "1" "FOB1" "S. cerevisiae" "FOrk Blocking less" "1701" "YDR110W" "S000002517" "ORF"
"S000003848" "MATCH" "1" "EMC2" "S. cerevisiae" "ER Membrane protein Complex" "879" "YJR088C" "S000003848" "ORF"
"S000002518" "MATCH" "1" "ALT2" "S. cerevisiae" "ALanine Transaminase" "1524" "YDR111C" "S000002518" "ORF"
"S000003843" "MATCH" "1" "ACF4" "S. cerevisiae" "Assembly Complementing Factor" "930" "YJR083C" "S000003843" "ORF"
"S000002511" "MATCH" "1" "SPO71" "S. cerevisiae" "SPOrulation" "3738" "YDR104C" "S000002511" "ORF"
"S000003842" "MATCH" "1" "EAF6" "S. cerevisiae" "Esa1p-Associated Factor" "342" "YJR082C" "S000003842" "ORF"
"S000002512" "MATCH" "1" "TMS1" "S. cerevisiae" "" "1422" "YDR105C" "S000002512" "ORF"
"S000003845" "MATCH" "1" "TMH11" "S. cerevisiae" "TMem14 Homolog of 11 kDa" "318" "YJR085C" "S000003845" "ORF"
"S000002513" "MATCH" "1" "ARP10" "S. cerevisiae" "Actin-Related Protein" "855" "YDR106W" "S000002513" "ORF"
"S000003844" "MATCH" "1" "" "S. cerevisiae" "" "1272" "YJR084W" "S000003844" "ORF"
"S000002514" "MATCH" "1" "TMN2" "S. cerevisiae" "TransMembrane Nine" "2019" "YDR107C" "S000002514" "ORF"
"S000003850" "MATCH" "1" "GRR1" "S. cerevisiae" "Glucose Repression-Resistant" "3456" "YJR090C" "S000003850" "ORF"
"S000113587" "MATCH" "1" "" "S. cerevisiae" "" "228" "YIL102C-A" "S000113587" "ORF"
"S000003852" "MATCH" "1" "BUD4" "S. cerevisiae" "BUD site selection" "4344" "YJR092W" "S000003852" "ORF"
"S000002520" "MATCH" "1" "PDS1" "S. cerevisiae" "Precocious Dissociation of Sisters" "1122" "YDR113C" "S000002520" "ORF"
"S000003851" "MATCH" "1" "JSN1" "S. cerevisiae" "Just Say No" "3276" "YJR091C" "S000003851" "ORF"
"S000002521" "MATCH" "1" "" "S. cerevisiae" "" "303" "YDR114C" "S000002521" "ORF"
"S000002508" "MATCH" "1" "ARX1" "S. cerevisiae" "Associated with Ribosomal eXport complex" "1782" "YDR101C" "S000002508" "ORF"
"S000003839" "MATCH" "1" "BNA2" "S. cerevisiae" "Biosynthesis of Nicotinic Acid" "1362" "YJR078W" "S000003839" "ORF"
"S000003836" "MATCH" "1" "HOC1" "S. cerevisiae" "Homologous to OCh1" "1191" "YJR075W" "S000003836" "ORF"
"S000002504" "MATCH" "1" "MSH6" "S. cerevisiae" "MutS Homolog" "3729" "YDR097C" "S000002504" "ORF"
"S000003835" "MATCH" "1" "MOG1" "S. cerevisiae" "Multicopy suppressor Of ts Gsp1" "657" "YJR074W" "S000003835" "ORF"
"S000002505" "MATCH" "1" "GRX3" "S. cerevisiae" "GlutaRedoXin" "753" "YDR098C" "S000002505" "ORF"
"S000003838" "MATCH" "1" "MIR1" "S. cerevisiae" "Mitochondrial Import Receptor" "936" "YJR077C" "S000003838" "ORF"
"S000002506" "MATCH" "1" "BMH2" "S. cerevisiae" "Brain Modulosignalin Homolog" "822" "YDR099W" "S000002506" "ORF"
"S000003837" "MATCH" "1" "CDC11" "S. cerevisiae" "Cell Division Cycle" "1248" "YJR076C" "S000003837" "ORF"
"S000002507" "MATCH" "1" "TVP15" "S. cerevisiae" "Tlg2-Vesicle Protein" "432" "YDR100W" "S000002507" "ORF"
"S000002500" "MATCH" "1" "DNF2" "S. cerevisiae" "Drs2 Neo1 Family" "4839" "YDR093W" "S000002500" "ORF"
"S000003831" "MATCH" "1" "LIA1" "S. cerevisiae" "Ligand of eIF5A" "978" "YJR070C" "S000003831" "ORF"
"S000003834" "MATCH" "1" "OPI3" "S. cerevisiae" "OverProducer of Inositol" "621" "YJR073C" "S000003834" "ORF"
"S000003833" "MATCH" "1" "NPA3" "S. cerevisiae" "Nucleolar Preribosomal Associated" "1158" "YJR072C" "S000003833" "ORF"
"S000002503" "MATCH" "1" "GIS1" "S. cerevisiae" "GIg1-2 Suppressor" "2685" "YDR096W" "S000002503" "ORF"
"S000003841" "MATCH" "1" "AIM24" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "1185" "YJR080C" "S000003841" "ORF"
"S000003840" "MATCH" "1" "" "S. cerevisiae" "" "1035" "YJR079W" "S000003840" "ORF"
"S000002510" "MATCH" "1" "STE5" "S. cerevisiae" "STErile" "2754" "YDR103W" "S000002510" "ORF"
"S000000759" "MATCH" "1" "MTC7" "S. cerevisiae" "Maintenance of Telomere Capping" "420" "YEL033W" "S000000759" "ORF"
"S000000753" "MATCH" "1" "VMA3" "S. cerevisiae" "Vacuolar Membrane Atpase" "483" "YEL027W" "S000000753" "ORF"
"S000000752" "MATCH" "1" "SNU13" "S. cerevisiae" "Small NUclear ribonucleoprotein associated" "381" "YEL026W" "S000000752" "ORF"
"S000000751" "MATCH" "1" "" "S. cerevisiae" "" "3567" "YEL025C" "S000000751" "ORF"
"S000000758" "MATCH" "1" "MCM3" "S. cerevisiae" "MiniChromosome Maintenance" "2916" "YEL032W" "S000000758" "ORF"
"S000000757" "MATCH" "1" "SPF1" "S. cerevisiae" "Sensitivity to Pichia Farinosa killer toxin" "3648" "YEL031W" "S000000757" "ORF"
"S000000756" "MATCH" "1" "ECM10" "S. cerevisiae" "ExtraCellular Mutant" "1935" "YEL030W" "S000000756" "ORF"
"S000000755" "MATCH" "1" "BUD16" "S. cerevisiae" "BUD site selection" "939" "YEL029C" "S000000755" "ORF"
"S000006069" "MATCH" "1" "PPT2" "S. cerevisiae" "Phosphopantetheine:Protein Transferase" "522" "YPL148C" "S000006069" "ORF"
"S000000761" "MATCH" "1" "UTR5" "S. cerevisiae" "Unidentified TRanscript" "501" "YEL035C" "S000000761" "ORF"
"S000000760" "MATCH" "1" "HYP2" "S. cerevisiae" "HYPusine-containing protein" "474" "YEL034W" "S000000760" "ORF"
"S000006067" "MATCH" "1" "NOP53" "S. cerevisiae" "NucleOlar Protein" "1368" "YPL146C" "S000006067" "ORF"
"S000007398" "MATCH" "1" "" "S. cerevisiae" "" "" "YDR316W-A" "S000007398" "TransposableElementGene"
"S000006068" "MATCH" "1" "PXA1" "S. cerevisiae" "PeroXisomal ABC-transporter" "2613" "YPL147W" "S000006068" "ORF"
"S000007399" "MATCH" "1" "" "S. cerevisiae" "" "" "YDR316W-B" "S000007399" "TransposableElementGene"
"S000006065" "MATCH" "1" "POC4" "S. cerevisiae" "PrOteasome Chaperone" "447" "YPL144W" "S000006065" "ORF"
"S000007396" "MATCH" "1" "" "S. cerevisiae" "" "" "YDR261W-A" "S000007396" "TransposableElementGene"
"S000006066" "MATCH" "1" "KES1" "S. cerevisiae" "KrE11-1 Suppressor" "1305" "YPL145C" "S000006066" "ORF"
"S000007397" "MATCH" "1" "" "S. cerevisiae" "" "" "YDR261W-B" "S000007397" "TransposableElementGene"
"S000007394" "MATCH" "1" "" "S. cerevisiae" "" "" "YDR261C-C" "S000007394" "TransposableElementGene"
"S000006064" "MATCH" "1" "RPL33A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "849" "YPL143W" "S000006064" "ORF"
